# radius, density, mass, x, y, vx, vy,
15947.0401001, 1835.84700974, 2.33898059111e+16, 6.33770970496e+14, -4.67022495855e+14, 968.121696971, 1313.78559468,
67198.3612523, 1121.6207728, 1.0692320377e+18, 3.97316321225e+14, -6.14710655528e+13, 349.163840205, 2256.80962657,
53976.1764863, 5280.53033118, 2.60875783089e+18, 8.33428607832e+14, -2.27882192195e+14, 410.857703049, 1502.62098223,
23710.1801981, 9811.90608415, 4.10873204529e+17, -7.51235822915e+14, -3.65611121755e+14, 693.239634167, -1424.42725634,
83792.537946, 3907.81199596, 7.22269986859e+18, 3.38783030672e+14, 4.03872722961e+14, -1527.95740912, 1281.70587507,
68073.925337, 6605.77804573, 6.54660641849e+18, 2.55784141931e+13, 2.38108013643e+12, -837.377340989, 8995.40680549,
84500.6085462, 8522.12485512, 1.61538957255e+19, -3.52184560453e+14, -8.42905715526e+14, 1397.87361966, -584.062365743,
50602.3601379, 9349.83824801, 3.80597814306e+18, 1.43619234624e+14, -1.08274402707e+14, 2055.36910239, 2726.31877871,
64511.7700315, 9854.63765889, 8.31203583782e+18, -4.04639762337e+12, 2.21398324369e+13, -9494.6402036, -1735.29269763,
3015.53301638, 4612.05637381, 3.9731663008e+14, -7.52130779453e+13, 9.70248785361e+14, -1463.44027208, -113.444972994,
94116.4772895, 4543.36961624, 1.18993964072e+19, -5.88135920458e+14, 4.93544956235e+14, -1062.27547764, -1265.86718783,
6028.04171681, 7993.93453261, 5.50096912519e+15, -1.10509834078e+15, 5.64143121002e+14, -591.047801097, -1157.8018414,
36410.5274615, 7615.00922843, 1.15478522294e+18, -6.28592101848e+14, 9.67310570007e+14, -1130.43352204, -734.595077997,
530.713818485, 3948.18669363, 1.85408115788e+12, -1.13876981297e+14, 3.54530633902e+14, -2259.22016224, -725.672614891,
21789.4331103, 2034.04623017, 6.61071579459e+16, 1.63399768078e+14, -1.72691687344e+14, 2157.13282942, 2041.0652618,
97206.1418055, 7468.89653395, 2.15519928248e+19, 2.36394644011e+14, -4.54905286275e+14, 1794.50084521, 932.524640362,
90231.0176726, 5487.31424995, 1.26641857474e+19, 1.05423608611e+15, 8.05007195748e+14, -763.018460248, 999.24770786,
47564.747478, 9338.54312044, 3.15707273347e+18, -1.06173392823e+15, 5.62304100806e+14, -618.279193597, -1167.42523489,
58092.250234, 8192.02921254, 5.04540418731e+18, 9.0474703195e+14, 8.77963408387e+14, -898.094886438, 925.49265169,
34236.9953282, 3299.49789893, 4.15991694285e+17, -5.60786175608e+14, 3.01960602371e+13, -103.891340084, -1929.41817002,
45272.8240999, 4869.32923355, 1.41948815164e+18, -4.63393468967e+14, 4.71737211598e+14, -1270.29994947, -1247.83181343,
50364.4153634, 3852.94009762, 1.54637037366e+18, 3.77908866481e+14, 1.94520380979e+14, -1016.47977678, 1974.78905969,
21483.03923, 6689.26775226, 2.08360608502e+17, -1.28923498877e+15, 1.3299852409e+14, -130.517479384, -1265.18472456,
93882.8719395, 7680.41483225, 1.99661187508e+19, 1.36839829994e+14, -1.78563716702e+14, 2423.16563059, 1856.95940397,
13970.5459814, 965.826441329, 8.2734967519e+15, -3.53031648067e+14, -8.85440241956e+14, 1377.63739436, -549.274334648,
30108.8381278, 9213.08633891, 7.90018032273e+17, 1.00587166878e+15, -3.99714209449e+14, 513.981169622, 1293.42186139,
20264.4440126, 8685.49972508, 2.27064249606e+17, 9.66487628066e+14, -6.74223340543e+14, 763.169934256, 1093.99104898,
93356.3225584, 669.870716791, 1.71226931334e+18, 2.0927612502e+14, 3.94756745122e+14, -1913.94408725, 1014.65727194,
80599.355246, 9315.79698233, 1.53237335275e+19, 1.7146284519e+14, 2.54495691298e+14, -2167.81625762, 1460.53530999,
34654.1534808, 4082.85881286, 5.33801903775e+17, -4.7318712713e+14, 4.20491598373e+14, -1208.91345929, -1360.41311874,
10752.2299628, 363.462822229, 1.41940228479e+15, -3.431138181e+14, 5.78564201509e+14, -1518.559598, -900.572106471,
84659.0919502, 6731.84669417, 1.28323119203e+19, 7.12995474245e+14, -8.45511240952e+13, 201.237398121, 1696.97748723,
91225.0518506, 326.487404168, 7.78679354628e+17, -7.70529282494e+12, 3.95338599299e+13, -7081.72990264, -1380.2548677,
27304.9649423, 865.740068706, 5.53684365932e+16, 5.30471230674e+14, 7.82152255592e+14, -1232.7122339, 836.049977622,
71495.004851, 3910.9134413, 4.49009134842e+18, -4.22847201027e+14, -2.21730892646e+14, 973.181959542, -1855.88603722,
10467.36678, 3872.39922848, 1.3952188155e+16, 4.68485993897e+14, 4.6805387676e+13, -209.789565333, 2099.83247451,
74102.7746466, 4551.14202506, 5.81799937441e+18, -4.00136779567e+14, -1.99771720246e+14, 967.163591367, -1937.19974122,
84482.7431073, 9430.54193137, 1.78644867467e+19, -6.33176674298e+14, 2.24220500852e+14, -589.76030348, -1665.42517822,
98748.1737877, 9347.98201546, 2.82784081807e+19, 5.13698362619e+13, -1.32180610186e+14, 3583.99539905, 1392.86130207,
59327.4937443, 3461.82146011, 2.27102829477e+18, 5.72352210164e+14, -1.46107202287e+14, 465.995639599, 1825.46534377,
32846.3879972, 3116.34489137, 3.46943091879e+17, -7.50312760781e+13, 1.11994915673e+14, -3276.45627853, -2195.07014327,
2789.40818123, 6586.24289839, 4.49080116886e+14, 1.17185453729e+15, -1.04139642887e+14, 118.171110126, 1329.74674907,
94760.4071207, 5294.95244717, 1.41544399611e+19, -3.74156254353e+14, -2.78359780151e+14, 1265.65231422, -1701.22181065,
54052.9455065, 7332.50497207, 3.63798022177e+18, 1.00980326062e+15, -5.41923993458e+13, 77.1639610553, 1437.84775017,
84590.9146812, 8293.2004904, 1.57704178484e+19, -3.13572876955e+14, 1.28303718529e+15, -1223.91636363, -299.123813165,
95685.4544828, 450.574149305, 1.24009202944e+18, 1.0346180187e+14, -7.06951627464e+13, 2307.74800803, 3377.37064173,
7263.64515492, 6151.41677955, 7.40608828881e+15, 2.60991662106e+14, 3.94090091109e+14, -1755.96841296, 1162.91458487,
79727.6611916, 7814.36979208, 1.2441447308e+19, -3.44655092808e+14, 8.86221393918e+14, -1383.95101679, -538.22416092,
9717.23429499, 4971.12381276, 1.43295474677e+16, 3.84809211735e+14, 6.42238848235e+14, -1435.50430674, 860.108793228,
97828.9566117, 3067.57995407, 9.02293915188e+18, 6.01436569038e+14, 4.59031277156e+14, -1009.98588745, 1323.31385061,
66561.5969413, 6381.485084, 5.91211441304e+18, -6.34713308042e+13, 8.70445932253e+14, -1545.85889012, -112.721212606,
42117.3822266, 2395.96676747, 5.62360454224e+17, -5.22449926314e+14, -5.45835675251e+14, 1203.41476894, -1151.85574315,
42100.9632518, 7025.08212571, 1.64693847563e+18, 6.88420626889e+14, 7.22980170968e+14, -1049.53312608, 999.363857563,
7290.16603168, 7619.40780456, 9.27434717605e+15, -1.59895575852e+14, 1.19467247933e+15, -1307.25563264, -174.963762691,
54550.9471216, 8003.4389723, 4.08162777154e+18, 9.2285528926e+14, -3.25170230233e+13, 53.0608580576, 1505.90333795,
85947.5265816, 8308.48490674, 1.65718829397e+19, 1.29939862081e+15, 2.37431419269e+14, -226.461841736, 1239.36505844,
50239.7668929, 2635.75495327, 1.05002043455e+18, 8.26994795089e+14, 2.31787156976e+14, -421.668884303, 1504.47495503,
50072.7534683, 4452.01140931, 1.75594359896e+18, 6.08212509199e+13, -3.01825798126e+14, 2558.14340727, 515.494311715,
49765.1267757, 3127.08477152, 1.21077897696e+18, 5.85375396804e+13, 1.136625208e+15, -1355.49090114, 69.8093811871,
28711.1933349, 2051.2722708, 1.52520040817e+17, 2.40032275149e+14, 5.90797389114e+14, -1679.90753101, 682.521680256,
55854.5291296, 5604.13989516, 3.06784932277e+18, -6.39721035935e+14, 1.08511878275e+15, -1111.39620812, -655.212631922,
73082.6095955, 9860.16730938, 1.209139187e+19, -3.08411673014e+14, -2.70618549947e+14, 1490.94485688, -1699.16215194,
69649.6079382, 9082.66298272, 9.64093379935e+18, 5.06136849452e+14, 8.28195693238e+14, -1254.10604891, 766.424275877,
80664.9125759, 7975.78336643, 1.31515586021e+19, 2.30544923741e+14, 1.10225365707e+14, -1235.55402981, 2584.25733271,
19234.6262374, 5246.84638162, 1.17300395538e+17, 4.83773969466e+14, -7.73054296847e+14, 1285.35329131, 804.368420739,
84017.7572155, 1967.28309843, 3.66547267376e+18, -1.78979616295e+14, -5.06161308602e+14, 1863.15606832, -658.81558416,
66710.7886148, 6334.21322226, 5.90786788953e+18, 3.05217656585e+14, 6.81122611221e+14, -1529.50799589, 685.387386268,
81043.3782832, 9978.59655656, 1.66867571494e+19, 3.98604997404e+14, 1.3675750683e+14, -723.865658919, 2109.84007958,
21581.4527677, 245.487024038, 7.75211920242e+15, -6.7561364064e+13, 1.07975993137e+15, -1389.41407899, -86.936649249,
86166.1682597, 8569.97495534, 1.72242280679e+19, 3.48737538382e+14, -9.22454358082e+14, 1363.89943358, 515.627604662,
63553.3440301, 7017.12869547, 5.65880248443e+18, 8.17195574147e+14, 9.15728022335e+14, -975.184013279, 870.25409313,
9760.47964657, 9846.63702861, 2.87641326052e+16, -6.66664346909e+14, -2.24726019047e+14, 551.448446106, -1635.90766987,
14118.737979, 2716.99255309, 2.40229289188e+16, -1.16447923342e+15, -3.79367745009e+14, 405.298328237, -1244.07383807,
83481.4681244, 5329.68073019, 9.74139829561e+18, 1.2492277691e+14, -1.4678308205e+14, 2511.69205779, 2137.62745829,
33139.4420291, 4810.83985468, 5.50055293568e+17, -9.36013873487e+13, -1.52373156687e+14, 2917.62784111, -1792.27115611,
5040.96422562, 7461.22868516, 3.002624819e+15, -1.12729951049e+15, -1.68950948905e+14, 201.017750333, -1341.26036591,
64854.5134692, 6122.18511517, 5.24658782113e+18, 3.58309182163e+14, -2.17550084553e+14, 1160.70920754, 1911.7104355,
10071.2564716, 325.403819324, 1.0442956907e+15, -4.8044227486e+14, -1.00864355823e+14, 424.61481254, -2022.54706146,
13286.9682983, 6255.92502201, 4.61019297003e+16, -1.5547160679e+14, 4.60166249506e+13, -1020.59366005, -3448.17414093,
77634.4512167, 1858.67857191, 2.73223233682e+18, 7.90881450031e+14, -5.74052189717e+14, 860.412804239, 1185.40533149,
44374.1963892, 8757.64699092, 2.40396871458e+18, -1.7148575633e+14, -1.08323461566e+14, 1717.04535428, -2718.23681569,
24796.5286086, 5797.1605604, 2.77675689936e+17, 9.22923826215e+13, -7.6793200914e+13, 2672.87115518, 3212.33708735,
66953.2590072, 5516.35842762, 5.20136719356e+18, -1.19551877648e+14, 5.92428114353e+14, -1825.78145922, -368.442341503,
78110.7463925, 9669.71988472, 1.44775852013e+19, -1.92399875157e+13, -1.46426291871e+13, 5639.64893835, -7410.33415382,
15198.3266191, 1401.20761534, 1.54539563792e+16, -3.04289120232e+14, 1.28852837654e+14, -982.223208213, -2319.54407322,
83257.8651535, 5994.40707707, 1.08685577509e+19, 2.17213443933e+13, -9.01553355391e+14, 1524.34510138, 36.726417492,
38292.8365105, 2991.36699727, 5.2768188244e+17, 5.6636848425e+13, 1.54648751187e+13, -1574.14022886, 5764.95709517,
58837.1068803, 1700.87066401, 1.08836631561e+18, -7.34767332189e+13, 3.12630066613e+14, -2487.36683635, -584.600167964,
82308.4595584, 9807.92167661, 1.71814686073e+19, -5.53547909954e+14, -9.60701977805e+14, 1191.50663583, -686.535495086,
22562.8370368, 6963.64338683, 2.51285549791e+17, 1.19255018096e+14, -3.83435154392e+13, 1252.28033852, 3894.81018419,
15925.7609837, 9079.3893917, 1.15214488316e+17, -6.01893078891e+14, -4.04584944871e+14, 948.550773139, -1411.14036142,
33452.037282, 3656.57164348, 4.30022991513e+17, -6.57440498014e+14, 6.56171144214e+14, -1061.34572459, -1063.39888289,
57411.1590279, 3145.57455368, 1.86998791275e+18, -7.35728492074e+14, 9.24964079863e+14, -1042.38803748, -829.129039353,
42926.4346656, 2975.5811881, 7.3942841135e+17, -3.81731443287e+14, 3.04896136616e+14, -1292.87693571, -1618.68820032,
93507.1331436, 3433.45093216, 8.81891068265e+18, -1.18135162755e+15, -2.25651953912e+14, 247.722782399, -1296.89864012,
48780.4169002, 9632.19460691, 3.51246207808e+18, -1.09969209093e+15, 3.49751212021e+14, -408.540425401, -1284.53786348,
68299.6108399, 3104.59680482, 3.1074901902e+18, 1.16390879733e+15, -5.34853522467e+14, 534.220679365, 1162.53165083,
34420.1874706, 3263.36155432, 4.18075540291e+17, -1.11308947497e+15, -5.84327818287e+14, 600.271680338, -1143.46103094,
71648.1580897, 8079.69100824, 9.33597576212e+18, 6.17793805118e+14, 1.09737631882e+14, -319.698072958, 1799.81548347,
29041.1442322, 3933.87466235, 3.02699401725e+17, 4.23534293945e+14, -8.40616109442e+14, 1332.85927949, 671.545081667,
17125.6463234, 6700.83282973, 1.05735194492e+17, -2.41185041986e+14, 3.78554299462e+14, -1822.77322076, -1161.32781058,
80240.7059896, 4339.13946579, 7.04267593839e+18, -1.14193739294e+14, -1.06013302783e+15, 1394.2168557, -150.180054729,
4940.95293391, 6671.08094577, 2.5280067771e+15, 4.5342891327e+13, -1.58698957156e+14, 3427.05282479, 979.165122388,
1579.05482961, 1832.04850348, 2.26609687049e+13, -2.73330131593e+14, -1.14030278209e+15, 1300.35294681, -311.69409358,
73091.9421955, 7970.02161852, 9.77727607737e+18, -7.64660717105e+14, 6.78922779523e+14, -950.716663815, -1070.77816188,
7831.45472465, 7636.87318162, 1.15237220863e+16, -1.12115086012e+14, 2.79111053171e+14, -2449.94676949, -984.110051056,
26532.1006365, 1200.7621927, 7.04566168559e+16, -2.93088157739e+14, 1.10152752242e+15, -1310.66121795, -348.733258108,
95674.5716542, 9214.14209915, 2.53509569543e+19, -9.24346937293e+13, 3.10398930133e+14, -2438.55473515, -726.185041906,
15665.5374993, 2802.89729978, 3.38526724757e+16, 5.25395942893e+14, -1.21291991506e+15, 1155.68715733, 500.604645182,
99834.0894264, 3696.44122789, 1.15550082952e+19, -1.97060299543e+14, -2.56080636727e+14, 2018.77555687, -1553.4970587,
48343.642624, 5452.6470956, 1.93542067178e+18, 2.11851992505e+14, 6.6179617347e+13, -916.46274522, 2933.75009429,
6410.45248903, 3096.5049182, 2.5626406102e+15, 2.0538471305e+13, 1.48767098194e+14, -3701.38943981, 511.006006847,
96026.5768406, 3317.25752782, 9.22791112584e+18, -3.30657723936e+14, 6.64401089474e+13, -491.177204165, -2444.48028385,
3587.26035464, 8236.88805995, 1.19454284188e+15, -1.01577026857e+13, 1.56913007559e+14, -3643.98398927, -235.891890226,
26413.2078108, 167.967765687, 9.72387265772e+15, -2.2067864978e+14, -8.14644310994e+14, 1521.31289521, -412.107801009,
40742.5987403, 9633.77796193, 2.04688142762e+18, 9.45389147999e+14, 5.73277380689e+14, -714.037160042, 1177.51546653,
12457.3091313, 4063.47426439, 2.46785768453e+16, -4.49103519822e+14, -5.84642570347e+13, 277.757059374, -2133.63992544,
36484.7546795, 7749.35745747, 1.18236035225e+18, 1.43469991354e+14, -6.78135167233e+14, 1701.56097493, 359.991562388,
35774.4449659, 8668.7151608, 1.24687615354e+18, -2.80683745282e+14, 4.49602421004e+14, -1687.14757774, -1053.274802,
66655.4994147, 4525.13389647, 4.21006951818e+18, -1.63441648098e+13, -3.1245619951e+13, 6832.72070598, -3574.10457827,
3883.87694305, 5761.17822974, 1.06037033004e+15, 2.53106332407e+14, -1.00764701751e+14, 1026.1286386, 2577.4864787,
5465.93197316, 7113.96470609, 3.6496754474e+15, -1.95842534606e+14, 2.72265467383e+14, -2029.76639922, -1460.02576126,
84923.1456702, 8873.52610647, 1.70735693146e+19, -9.95612024186e+12, -2.68102835014e+14, 2793.62726761, -103.742614232,
19788.6366371, 3544.18964332, 8.62808563299e+16, 1.1117075175e+15, -4.53250610668e+14, 498.923463952, 1223.73131437,
1974.18757627, 194.992032377, 4.71337487213e+12, 1.30786422793e+15, -2.3555013617e+14, 222.643344956, 1236.20079864,
6852.40729814, 3799.23637176, 3.84039321605e+15, 2.06656216211e+14, -8.39287097786e+13, 1153.66150573, 2840.64085092,
99425.2560635, 7703.91330956, 2.37876431214e+19, 6.5649651896e+14, 1.14204088001e+15, -1093.77773014, 628.752687337,
95701.5902422, 5119.57349514, 1.40974680107e+19, -4.14232856365e+13, 1.62051787838e+14, -3430.24265389, -876.830321655,
78869.0492802, 3053.91955167, 4.70681666206e+18, 1.06589106953e+14, -3.4591257726e+14, 2300.06059121, 708.738046753,
35539.6756004, 8736.29654147, 1.23201960229e+18, -4.1040311448e+14, 1.53754376319e+14, -767.359658897, -2048.24604982,
29083.9580834, 1801.38455365, 1.39224875223e+17, -1.4264202158e+14, -4.80496671868e+14, 1960.70762907, -582.062928448,
15275.671833, 9458.78914866, 1.05922049828e+17, -1.22035772738e+14, 1.08049029797e+15, -1379.84026062, -155.84579776,
90293.9026802, 3109.53695648, 7.19152291937e+18, 1.40776622622e+14, -1.76245550741e+13, 477.556421082, 3814.4951625,
90560.1550811, 3297.15591494, 7.69309029395e+18, -8.88759419347e+14, 7.9918234059e+14, -885.593026409, -984.855525396,
6464.46198112, 1427.20527048, 1.21124910842e+15, 1.52486680476e+13, -2.65414352203e+13, 7176.26214006, 4122.928481,
66114.441348, 7924.51653539, 7.19468271661e+18, -1.17096573127e+15, -4.76153932113e+14, 485.128307899, -1193.03566663,
6669.55126836, 2470.5125369, 2.30264390228e+15, -3.67490989723e+13, 3.05096804128e+14, -2593.32823416, -312.367991586,
92741.283196, 2277.13977452, 5.70635601841e+18, 1.02864813945e+15, -3.02207870711e+14, 394.191459547, 1341.73974522,
3395.35316275, 7364.18537794, 9.05585469688e+14, 7.48368366757e+14, 5.0854212536e+14, -855.58506041, 1259.07523163,
773.574574311, 2601.3565453, 3.78317398822e+12, 1.30328797614e+14, -2.00247430573e+14, 2482.82210285, 1615.91696047,
31357.3614307, 2590.8956595, 2.50967989455e+17, -7.99671604132e+14, 5.58229268846e+12, -11.3030918489, -1619.18446324,
68690.8118975, 5282.52811565, 5.37882777347e+18, 4.48316925795e+14, 3.89113075777e+14, -1231.88356991, 1419.31559071,
12865.2909193, 2743.23838565, 1.83515290516e+16, -1.18384539768e+13, 7.33453922681e+13, -5244.50531127, -846.499457414,
47971.9679133, 8247.7708984, 2.86054685075e+18, -9.34826305488e+14, 8.64923808652e+14, -871.382982604, -941.807505059,
1447.41929021, 1887.25699833, 1.79789359861e+13, 1.10574720605e+14, -2.84924212865e+14, 2441.78449355, 947.619142074,
16879.2942415, 9838.45607771, 1.48641361808e+17, 1.50803759678e+14, -9.38195791407e+14, 1466.6031614, 235.738928613,
67588.5184936, 4189.10572526, 4.0634037314e+18, 1.27332312902e+15, 1.82203991603e+14, -180.848947538, 1263.85347397,
55094.1102135, 3308.8395964, 1.73836555229e+18, 2.84598147563e+14, -2.26557207179e+14, 1495.25850264, 1878.32382504,
97463.4344218, 6630.24325105, 1.92843261451e+19, 4.04671720549e+14, -1.86599065887e+14, 908.298248011, 1969.79879318,
33181.7121772, 2323.32987586, 2.66659539875e+17, 1.73103545929e+14, 1.64335551861e+14, -2040.60581067, 2149.48072811,
99887.7715563, 2698.61920053, 8.44945022249e+18, -7.63135588003e+14, -1.08071740674e+15, 1028.35003886, -726.157001534,
96512.0617088, 5644.86172854, 1.59421892596e+19, -2.09427408579e+14, 1.84617204589e+14, -1812.19905798, -2055.73556044,
16476.9944756, 2069.82993343, 2.90883123018e+16, -2.59948125505e+14, -2.09593354207e+14, 1572.8321497, -1950.70483316,
69806.9106753, 210.869191375, 2.25350362571e+17, 6.86458612425e+14, 4.5934648624e+14, -886.059516887, 1324.14899147,
75461.1992705, 4685.78348406, 6.32562145582e+18, -6.98928228249e+14, -2.48810098191e+13, 61.5991404326, -1730.37100975,
70733.1376761, 8196.8779469, 9.11312047564e+18, 2.32045239053e+14, -5.35117861025e+13, 666.778120176, 2891.37589231,
51613.6416945, 3664.17387224, 1.58277599175e+18, -1.13795754195e+14, 1.58622900726e+14, -2662.86252118, -1910.33228826,
55057.4638328, 8057.44003224, 4.2246969499e+18, -1.25171487729e+15, 4.10544626512e+14, -393.179200348, -1198.76920251,
13627.2404297, 9937.54993675, 7.90047042871e+16, -5.78776830635e+13, 1.0809294783e+15, -1389.75054117, -74.4133109276,
16511.7631421, 8675.9717551, 1.22701070735e+17, 1.36864579523e+13, -3.61002236072e+14, 2407.38335255, 91.269659125,
54606.8683914, 8613.09560765, 4.40606555428e+18, 8.16023328577e+12, 1.12018231865e+15, -1368.0639413, 9.96598564807,
93642.2669118, 1511.25021023, 3.89854007505e+18, -8.50544326479e+14, 5.4319863904e+14, -775.81648183, -1214.77901376,
39444.2861363, 2460.89369645, 4.74455000594e+17, -2.40160597124e+14, 1.51390168259e+14, -1449.2062797, -2298.97522071,
38573.152016, 5245.64387466, 9.45810350135e+17, -6.16180747074e+14, -8.66369200825e+13, 255.58327329, -1817.76420636,
47352.6784074, 1784.5194007, 5.95257386937e+17, 8.26324191665e+14, -4.4301055919e+14, 706.585159357, 1317.95596862,
81685.5034864, 4773.62211752, 8.17396700902e+18, 9.18772669968e+14, -3.04791632817e+14, 463.395783329, 1396.87358595,
9528.69629475, 7634.76709379, 2.07513387888e+16, -2.99969922941e+14, 9.58302345024e+14, -1379.01845282, -431.663411004,
93303.3567511, 5008.3760256, 1.27802281332e+19, -5.56393127941e+14, 2.37339700994e+14, -730.488785933, -1712.47768001,
72065.3999974, 3729.59324153, 4.38522363775e+18, 4.92530471409e+13, 1.08650576622e+14, -3818.36857755, 1730.92765265,
69316.4672449, 3129.11418051, 3.27401409676e+18, -2.33396557381e+13, 8.58940167918e+11, -348.456390603, -9468.47347484,
14202.5829049, 1475.88885357, 1.32832860383e+16, 2.1430750972e+14, -7.98815157846e+12, 116.467839002, 3124.61929321,
41779.6899922, 5640.41793456, 1.29228051777e+18, -2.43829969135e+14, -8.9998937985e+14, 1447.36471473, -392.127842418,
49449.0855943, 7441.28025152, 2.82665190229e+18, 1.16163526137e+13, -5.73093868939e+13, 5868.67924539, 1189.55464691,
13027.7470846, 6716.65906941, 4.66563900981e+16, -1.90040307993e+14, -1.828469963e+14, 1954.97306744, -2031.8828932,
94865.1625469, 6144.93605539, 1.64811497792e+19, -1.56760162788e+14, 8.30126297843e+12, -193.262025194, -3649.53942658,
55834.3224426, 2289.26326826, 1.25184155389e+18, -8.63651934101e+13, -1.14126908792e+15, 1349.6278716, -102.132681413,
84042.6800655, 7570.11345754, 1.4117309668e+19, 7.74940217891e+13, -8.6554846812e+14, 1547.11214948, 138.515573694,
76453.3779413, 8645.5779517, 1.21376312576e+19, 8.84753853359e+12, -4.82176382295e+13, 6432.48648115, 1180.30816312,
81268.6314274, 6501.78538031, 1.09635535212e+19, 7.74205800249e+14, -1.15210925896e+14, 240.903278986, 1618.84573395,
96801.9023315, 594.369882098, 1.69378523847e+18, 1.6318324101e+14, -1.55816434275e+12, 34.2245913491, 3584.26873556,
22820.5495226, 2771.93922701, 1.03493213317e+17, -5.81368617655e+14, -2.60527050011e+14, 741.883326739, -1655.5197785,
38218.0572087, 700.613387701, 1.22866679933e+17, 1.61300105725e+13, 6.62804920006e+13, -5386.84291479, 1310.9412822,
66515.5097304, 9763.03702214, 9.0261714712e+18, 1.09167701916e+15, 2.03412979831e+14, -251.703111698, 1350.8405556,
53999.4809052, 1359.27909738, 6.72399320903e+17, 9.96755721879e+14, -6.60750634523e+14, 731.606872073, 1103.64379208,
69000.0303763, 6320.84058994, 6.5233781729e+18, 1.34784214146e+14, 3.02088917015e+14, -2299.14788697, 1025.81996126,
20154.632856, 2985.82741877, 7.67961146713e+16, -9.29241481735e+14, 8.11128273486e+14, -857.375347557, -982.222867096,
80019.7387577, 7725.76284533, 1.24360549664e+19, -6.9100137688e+14, 3.34293439712e+14, -719.746374667, -1487.75200712,
12653.8096927, 482.988032586, 3.07432756075e+15, -6.93610252503e+14, 4.53173931343e+14, -870.103024667, -1331.74557692,
40491.6328392, 7583.04590805, 1.58157367829e+18, -4.98727377963e+14, -1.31248338003e+14, 513.163287749, -1949.95673744,
94643.5253746, 6208.69396855, 1.65357102312e+19, 4.48975242994e+14, -6.09379728072e+14, 1339.93637157, 987.230507201,
60135.7619756, 817.07157154, 5.582239015e+17, 9.3389460483e+13, -3.11022285957e+14, 2433.63069543, 730.736889035,
60672.3507983, 8069.40892871, 5.66192437459e+18, -1.78235208794e+13, -5.26588775166e+11, 320.232343638, -10838.9470727,
63367.4006845, 7885.52710234, 6.30344953043e+18, -1.12874136952e+14, -1.10909413101e+14, 2551.1829092, -2596.3762771,
43033.1480492, 5514.77401783, 1.38066064734e+18, -9.74099728989e+14, -3.79676816484e+14, 514.291817702, -1319.46829118,
52668.3749263, 4758.40452638, 2.18404201172e+18, -5.44472200345e+14, 1.32181606311e+14, -456.37599838, -1879.86854569,
22283.2662774, 8219.63474458, 2.85718881864e+17, -4.46190677862e+14, -6.43029537725e+13, 307.6256447, -2134.57838068,
73379.0073289, 3347.54762937, 4.15520193566e+18, 2.30788098068e+14, 7.66922122561e+14, -1549.37301167, 466.249231887,
33147.6272845, 8903.60341566, 1.01876266528e+18, -1.3017547241e+15, -5.72952179914e+13, 55.7779165482, -1267.2814401,
50785.365404, 2414.48759638, 9.93551986745e+17, 6.62333284389e+14, -3.03239545083e+14, 706.242957986, 1542.56997652,
18542.1700002, 7405.87644072, 1.48322832393e+17, 5.40846586704e+13, 6.03787621025e+14, -1852.34913718, 165.925347481,
33262.1394976, 2537.8838941, 2.93408143965e+17, -1.23143745495e+14, -3.70719547689e+14, 2198.63556115, -730.331647375,
20404.9089611, 251.097714871, 6.70187953914e+15, 3.78081491694e+14, 1.39346459762e+14, -788.857530784, 2140.36605222,
11508.2631884, 7798.89454039, 3.7343264152e+16, -4.25743571196e+14, 2.61073616064e+14, -1071.11587404, -1746.71306987,
82353.4543335, 4017.71007923, 7.04975344832e+18, -1.55999158585e+14, 2.14994611686e+14, -2273.96604345, -1649.97990716,
89525.6719178, 5295.90997338, 1.19380456189e+19, -1.58597772927e+14, 2.06437394258e+14, -2250.504925, -1728.97488049,
45972.6659452, 1576.77383957, 4.81302753192e+17, -6.08969715205e+14, -9.9985231121e+13, 298.638628524, -1818.8874349,
53978.8349857, 610.133038551, 3.0147057991e+17, 2.54322588626e+13, 4.88014377011e+13, -5473.84965625, 2852.6282829,
70652.0660007, 1995.01919037, 2.21040344195e+18, -5.03658733022e+14, 1.08999512543e+15, -1199.56152244, -554.28654907,
15787.1549183, 2963.82532813, 3.66365094818e+16, 1.48940967376e+13, 2.77360674149e+13, -7189.80437635, 3860.88050277,
21800.7278309, 9017.23358072, 2.93518967814e+17, 6.21586159507e+14, -4.00897027719e+14, 912.553032941, 1414.90282011,
69164.9633296, 4722.19386824, 4.90853778752e+18, -7.09758100158e+14, -7.98526938069e+14, 1047.07715712, -930.678050205,
26474.1269977, 8361.47582266, 4.87413725406e+17, -5.91184840873e+12, 6.90652701983e+13, -5479.74461584, -469.055132839,
91370.5502449, 6159.15003138, 1.4760102616e+19, -3.13811012042e+14, -6.97226655052e+13, 553.917498501, -2493.09761084,
13749.5404995, 5025.76641307, 4.10408858312e+16, 6.16852213475e+12, -7.40062894625e+13, 5295.15430013, 441.358116243,
56549.0026109, 6985.69129391, 3.96857059955e+18, -9.03126144865e+14, 6.24482643282e+13, -104.981346027, -1518.23912705,
5853.94700003, 1204.48482502, 7.59097504867e+14, 7.42997200869e+13, 3.91525189892e+14, -2253.53544374, 427.653333677,
10525.3872807, 6282.78859092, 2.30152964379e+16, -7.48856582642e+14, -4.88282161536e+14, 836.459632129, -1282.84084691,
81097.9499352, 9572.52144798, 1.60400548264e+19, -2.2294853437e+14, 1.23107604014e+13, -168.948509566, -3059.66661389,
